-6.135,1420070400
-6.1,1420070460
-6.1,1420070520
-6.08,1420070580
-6.075,1420070640
-6.085,1420070700
-6.085,1420070760
-6.115,1420070820
-6.15,1420070880
-6.145,1420070940
-6.155,1420071000
-6.17,1420071060
-6.135,1420071120
-6.09,1420071180
-6.06,1420071240
-6.06,1420071300
-6.07,1420071360
-6.085,1420071420
-6.11,1420071480
-6.125,1420071540
-6.165,1420071600
-6.215,1420071660
-6.24,1420071720
-6.235,1420071780
-6.255,1420071840
-6.265,1420071900
-6.28,1420071960
-6.315,1420072020
-6.31,1420072080
-6.325,1420072140
-6.32,1420072200
-6.31,1420072260
-6.305,1420072320
-6.295,1420072380
-6.28,1420072440
-6.3,1420072500
-6.3,1420072560
-6.315,1420072620
-6.335,1420072680
-6.335,1420072740
-6.315,1420072800
-6.3,1420072860
-6.27,1420072920
-6.26,1420072980
-6.265,1420073040
-6.265,1420073100
-6.305,1420073160
-6.325,1420073220
-6.38,1420073280
-6.385,1420073340
-6.39,1420073400
-6.365,1420073460
-6.345,1420073520
-6.325,1420073580
-6.29,1420073640
-6.28,1420073700
-6.28,1420073760
-6.295,1420073820
-6.31,1420073880
-6.335,1420073940
-6.355,1420074000
-6.345,1420074060
-6.32,1420074120
-6.245,1420074180
-6.12,1420074240
-5.96,1420074300
-5.79,1420074360
-5.64,1420074420
-5.58,1420074480
-5.575,1420074540
-5.63,1420074600
-5.635,1420074660
-5.595,1420074720
-5.44,1420074780
-5.26,1420074840
-5.095,1420074900
-5.005,1420074960
-5.08,1420075020
-5.34,1420075080
-5.74,1420075140
-6.17,1420075200
-6.565,1420075260
-6.855,1420075320
-7.02,1420075380
-7.095,1420075440
-7.135,1420075500
-7.19,1420075560
-7.24,1420075620
-7.285,1420075680
-7.34,1420075740
-7.375,1420075800
-7.38,1420075860
-7.375,1420075920
-7.375,1420075980
-7.385,1420076040
-7.405,1420076100
-7.41,1420076160
-7.395,1420076220
-7.35,1420076280
-7.295,1420076340
-7.215,1420076400
-7.125,1420076460
-7.01,1420076520
-6.855,1420076580
-6.745,1420076640
-6.635,1420076700
-6.535,1420076760
-6.485,1420076820
-6.475,1420076880
-6.46,1420076940
-6.44,1420077000
-6.405,1420077060
-6.37,1420077120
-6.345,1420077180
-6.325,1420077240
-6.32,1420077300
-6.305,1420077360
-6.33,1420077420
-6.36,1420077480
-6.39,1420077540
-6.4,1420077600
-6.39,1420077660
-6.4,1420077720
-6.355,1420077780
-6.365,1420077840
-6.365,1420077900
-6.355,1420077960
-6.35,1420078020
-6.37,1420078080
-6.37,1420078140
-6.385,1420078200
-6.39,1420078260
-6.395,1420078320
-6.4,1420078380
-6.395,1420078440
-6.405,1420078500
-6.405,1420078560
-6.425,1420078620
-6.42,1420078680
-6.44,1420078740
-6.445,1420078800
-6.465,1420078860
-6.465,1420078920
-6.47,1420078980
-6.485,1420079040
-6.495,1420079100
-6.52,1420079160
-6.54,1420079220
-6.555,1420079280
-6.57,1420079340
-6.565,1420079400
-6.55,1420079460
-6.555,1420079520
-6.555,1420079580
-6.55,1420079640
-6.55,1420079700
-6.555,1420079760
-6.565,1420079820
-6.58,1420079880
-6.59,1420079940
-6.57,1420080000
-6.555,1420080060
-6.55,1420080120
-6.53,1420080180
-6.54,1420080240
-6.565,1420080300
-6.57,1420080360
-6.565,1420080420
-6.56,1420080480
-6.54,1420080540
-6.535,1420080600
-6.51,1420080660
-6.475,1420080720
-6.455,1420080780
-6.425,1420080840
-6.41,1420080900
-6.405,1420080960
-6.4,1420081020
-6.395,1420081080
-6.4,1420081140
-6.38,1420081200
-6.34,1420081260
-6.33,1420081320
-6.325,1420081380
-6.305,1420081440
-6.29,1420081500
-6.27,1420081560
-6.24,1420081620
-6.23,1420081680
-6.22,1420081740
-6.225,1420081800
-6.25,1420081860
-6.25,1420081920
-6.235,1420081980
-6.23,1420082040
-6.225,1420082100
-6.21,1420082160
-6.185,1420082220
-6.155,1420082280
-6.135,1420082340
-6.16,1420082400
-6.185,1420082460
-6.185,1420082520
-6.225,1420082580
-6.23,1420082640
-6.22,1420082700
-6.22,1420082760
-6.2,1420082820
-6.18,1420082880
-6.16,1420082940
-6.15,1420083000
-6.15,1420083060
-6.16,1420083120
-6.185,1420083180
-6.225,1420083240
-6.235,1420083300
-6.235,1420083360
-6.235,1420083420
-6.235,1420083480
-6.225,1420083540
-6.195,1420083600
-6.195,1420083660
-6.195,1420083720
-6.18,1420083780
-6.195,1420083840
-6.215,1420083900
-6.245,1420083960
-6.28,1420084020
-6.305,1420084080
-6.3,1420084140
-6.28,1420084200
-6.26,1420084260
-6.235,1420084320
-6.225,1420084380
-6.22,1420084440
-6.225,1420084500
-6.23,1420084560
-6.23,1420084620
-6.23,1420084680
-6.235,1420084740
-6.23,1420084800
-6.235,1420084860
-6.25,1420084920
-6.255,1420084980
-6.25,1420085040
